Order0	SPHC		2.4	1350	16200	23200	24000	
Order1	SPHC	C55B	2	1650	16400	23000	64000	
Order2	T8MN	GCR1	3	1250	15000	23400	99000	
Order3	Q35B	T8MN	2.9	1550	16800	24800	34000	
Order4	SPHC	GCR1	2.8	1550	16800	23600	19000	
Order5	SPHC	C55B	2.3	1500	16400	23800	99000	
Order6	T8MN		3.4	1600	15200	23400	39000	
Order7	T8MN		3.3	1450	16200	24000	64000	
Order8	Q35B	GCR1	2.4	1650	15600	23400	84000	
Order9	Q35B	GCR1	2.4	1500	15400	23800	49000	
Order10	T8MN	C55B	2.6	1400	15000	23200	49000	
Order11	C55B	Q35B	2.1	1200	15200	23400	14000	
Order12	GCR1	SPHC	3.1	1200	16400	24200	64000	
Order13	GCR1	Q35B	2.2	1400	16400	23200	34000	
Order14	C55B		2.5	1200	15200	23000	49000	
Order15	C55B	SPHC	3.4	1500	15000	23400	14000	
Order16	T8MN		2.1	1500	16200	23000	99000	
Order17	C55B		2.1	1550	15000	23400	99000	
Order18	Q35B	T8MN	2.8	1400	15600	24000	54000	
Order19	T8MN		2.3	1650	16400	23000	69000	
