Order0	GCR1	C55B	2.6	1450	15000	24800	49000	
Order1	SPHC	T8MN	2.5	1500	16200	23400	99000	
Order2	T8MN	SPHC	2.5	1300	15000	23400	4000	
Order3	Q35B		2.1	1300	16800	23600	99000	
Order4	Q35B		2.3	1450	15400	23800	34000	
Order5	Q35B	GCR1	2.8	1250	16200	23200	69000	
Order6	Q35B	C55B	2.4	1200	15200	24600	24000	
Order7	T8MN	Q35B	3.1	1400	15200	24400	9000	
Order8	GCR1	T8MN	3.2	1550	15200	23200	29000	
Order9	T8MN	C55B	2.4	1400	15000	23000	69000	
Order10	C55B		3.1	1650	15000	24400	44000	
Order11	T8MN	C55B	2.8	1350	15800	24200	69000	
Order12	T8MN	SPHC	3.1	1600	15800	23600	29000	
Order13	SPHC		2.3	1250	15000	24200	74000	
Order14	Q35B	T8MN	2.3	1350	15800	24200	94000	
Order15	T8MN	C55B	3.3	1600	15400	23400	89000	
Order16	GCR1	Q35B	2	1600	15600	23800	99000	
Order17	T8MN		2.1	1250	15000	23200	74000	
Order18	C55B	GCR1	2.3	1250	16600	23400	69000	
Order19	C55B	GCR1	2.7	1650	15600	23400	44000	
