Order0	GCR1		2.6	1600	16400	24200	69000	
Order1	T8MN	GCR1	2.5	1650	15400	23000	9000	
Order2	C55B	Q35B	2	1300	16200	23000	44000	
Order3	C55B		2.6	1300	15200	23200	99000	
Order4	C55B		2.6	1200	15200	24800	59000	
Order5	Q35B		3.4	1400	16200	24200	64000	
Order6	C55B		2.7	1600	15400	24200	99000	
Order7	T8MN		2.8	1300	15000	23600	94000	
Order8	C55B	GCR1	2.3	1600	16000	24000	4000	
Order9	C55B		3.4	1300	16400	23800	84000	
Order10	Q35B	SPHC	3.3	1200	16400	24000	24000	
Order11	Q35B	GCR1	3	1250	15000	24200	39000	
Order12	GCR1	T8MN	3.1	1300	15800	24400	94000	
Order13	C55B	GCR1	3.2	1250	16600	24800	94000	
Order14	C55B	SPHC	3	1200	16800	23400	29000	
Order15	SPHC	GCR1	2.2	1400	15000	24200	4000	
Order16	GCR1		2.4	1350	15000	24000	44000	
Order17	GCR1	C55B	3.4	1600	15400	23600	74000	
Order18	C55B	GCR1	3.4	1300	15800	24200	94000	
Order19	GCR1	SPHC	2.1	1250	15600	23200	24000	
