Order0	T8MN	SPHC	2	1450	16000	24000	74000	
Order1	T8MN	GCR1	2.5	1250	16000	23200	19000	
Order2	SPHC	GCR1	2.6	1400	15800	24000	69000	
Order3	Q35B	SPHC	2.8	1300	15800	23000	64000	
Order4	C55B	T8MN	2.9	1450	15800	23200	99000	
Order5	GCR1	Q35B	2.7	1600	15800	24600	69000	
Order6	C55B	Q35B	2.3	1600	15400	23800	19000	
Order7	C55B		3.2	1250	15400	24200	64000	
Order8	GCR1	C55B	2.2	1500	15200	23800	19000	
Order9	Q35B		2.1	1250	16000	23600	84000	
Order10	T8MN		3.2	1250	16400	23800	74000	
Order11	T8MN	C55B	2.2	1200	16200	24200	89000	
Order12	C55B	T8MN	3.4	1250	16000	24200	79000	
Order13	SPHC	C55B	3.4	1400	15600	23400	64000	
Order14	SPHC	C55B	3.3	1400	15400	24400	79000	
Order15	C55B	SPHC	2.4	1650	15200	24400	4000	
Order16	C55B	SPHC	3.1	1550	16400	24400	24000	
Order17	Q35B	GCR1	2.6	1300	16800	23400	94000	
Order18	SPHC	Q35B	3.4	1250	16800	24600	29000	
Order19	Q35B	T8MN	3.4	1250	16600	23400	49000	
