Order0	T8MN	C55B	2.9	1450	15400	23600	39000	
Order1	T8MN	Q35B	2.5	1450	16600	23600	19000	
Order2	GCR1	SPHC	2.9	1550	15600	23200	84000	
Order3	Q35B	C55B	2.1	1350	15400	24200	79000	
Order4	Q35B		3	1450	16000	23000	9000	
Order5	Q35B	SPHC	3.3	1500	16200	24600	49000	
Order6	T8MN	SPHC	2.4	1600	15600	24200	34000	
Order7	C55B	GCR1	2.1	1450	16400	24000	84000	
Order8	GCR1	T8MN	2.6	1300	16000	23000	9000	
Order9	T8MN		3.4	1350	15600	24000	24000	
Order10	T8MN	Q35B	3.3	1550	15400	23400	24000	
Order11	T8MN	SPHC	2	1650	16400	23000	19000	
Order12	SPHC	GCR1	2.3	1550	16200	23800	94000	
Order13	Q35B	T8MN	2.4	1600	16800	24200	94000	
Order14	SPHC	GCR1	2.9	1400	15200	23200	4000	
Order15	SPHC		2	1500	15400	24600	74000	
Order16	SPHC		2.9	1450	15800	24600	14000	
Order17	C55B	GCR1	2.2	1500	15200	23400	84000	
Order18	Q35B	C55B	2.9	1350	15000	24400	89000	
Order19	T8MN	Q35B	2.1	1350	15200	23600	44000	
Order20	C55B	SPHC	3.2	1350	15800	24800	79000	
Order21	GCR1		2.2	1550	15400	24400	74000	
Order22	GCR1	SPHC	2.8	1650	15600	24200	94000	
Order23	GCR1		2	1200	15000	23800	39000	
Order24	C55B	SPHC	3.1	1300	16800	24200	34000	
Order25	SPHC	GCR1	2.6	1550	16600	23800	49000	
Order26	C55B	T8MN	3.1	1200	15400	23200	44000	
Order27	GCR1	T8MN	2.5	1350	16000	24400	74000	
Order28	T8MN	C55B	2.1	1250	15000	24600	59000	
Order29	Q35B	C55B	2.4	1450	16600	23200	24000	
Order30	C55B	GCR1	2.6	1250	15400	24200	94000	
Order31	Q35B	T8MN	3.1	1400	15400	24800	64000	
Order32	Q35B		3.1	1500	16400	23800	19000	
Order33	Q35B		2.9	1650	16600	23000	59000	
Order34	T8MN	GCR1	3.3	1250	16200	24600	84000	
Order35	T8MN	SPHC	2.3	1600	16800	24000	44000	
Order36	GCR1		2.3	1300	16800	24800	34000	
Order37	SPHC		2.6	1550	15800	24400	64000	
Order38	Q35B	SPHC	2	1500	15400	24400	74000	
Order39	GCR1	C55B	2	1200	15600	24200	79000	
Order40	C55B	GCR1	2.3	1250	15200	24800	4000	
Order41	T8MN	GCR1	2.1	1250	16400	24400	54000	
Order42	GCR1	Q35B	2.5	1550	15200	24000	14000	
Order43	SPHC	T8MN	3.3	1500	16000	24200	34000	
Order44	GCR1		2.8	1600	16000	24800	69000	
Order45	Q35B	C55B	3.1	1600	15600	23800	4000	
Order46	SPHC	Q35B	3.2	1250	16000	23800	84000	
Order47	SPHC	C55B	3.2	1650	16600	23600	44000	
Order48	C55B	SPHC	2	1300	16000	24000	39000	
Order49	Q35B	C55B	2.8	1400	15200	23600	59000	
