Order0	T8MN		3	1600	15800	24600	14000	
Order1	SPHC	Q35B	2.1	1450	16600	23800	54000	
Order2	T8MN	Q35B	3.1	1300	16400	24200	89000	
Order3	Q35B	GCR1	2.1	1550	16600	23000	29000	
Order4	GCR1	Q35B	3.4	1450	16200	24000	54000	
Order5	C55B	GCR1	2.7	1550	15400	24600	69000	
Order6	GCR1	C55B	2.3	1200	16800	23400	4000	
Order7	C55B	T8MN	3.1	1450	15000	24200	34000	
Order8	SPHC	Q35B	2.8	1450	15600	23400	64000	
Order9	Q35B	C55B	3.4	1600	16400	24800	39000	
Order10	SPHC		3.4	1250	15200	23000	79000	
Order11	T8MN	Q35B	2.9	1300	15000	23200	44000	
Order12	SPHC	C55B	2.9	1200	16800	23000	4000	
Order13	T8MN		2.6	1550	15000	23200	44000	
Order14	C55B	GCR1	3.3	1350	16600	23600	49000	
Order15	T8MN	C55B	2.7	1250	16400	23600	19000	
Order16	C55B	T8MN	3.2	1400	16200	23800	94000	
Order17	SPHC	Q35B	2	1250	15600	24200	59000	
Order18	Q35B		2.7	1650	16600	23800	34000	
Order19	SPHC	C55B	3.4	1200	16200	23200	69000	
Order20	T8MN	Q35B	2.3	1500	16200	23800	29000	
Order21	SPHC	Q35B	2.8	1450	16000	24200	44000	
Order22	SPHC	Q35B	2.8	1550	15600	23000	54000	
Order23	Q35B	T8MN	2.4	1400	15800	23000	64000	
Order24	GCR1		3.3	1600	15600	24000	34000	
Order25	GCR1	C55B	2.1	1600	15800	23200	59000	
Order26	GCR1	T8MN	2.4	1400	16000	24000	39000	
Order27	Q35B	SPHC	2.5	1450	15200	24800	9000	
Order28	T8MN	Q35B	2.7	1550	16600	23400	19000	
Order29	Q35B	GCR1	2.8	1350	15800	24000	69000	
Order30	GCR1	Q35B	3.2	1350	15600	24400	94000	
Order31	SPHC		2.6	1550	16400	23400	54000	
Order32	Q35B	C55B	3.1	1350	16400	23400	29000	
Order33	SPHC	Q35B	2.2	1300	15800	23000	74000	
Order34	Q35B		3	1400	15400	24400	49000	
Order35	C55B	SPHC	2.8	1550	16200	23400	94000	
Order36	GCR1	Q35B	2.4	1650	15800	24000	14000	
Order37	T8MN		2.2	1250	16400	24200	84000	
Order38	GCR1	Q35B	2.7	1350	16200	24800	69000	
Order39	T8MN		3.3	1500	15200	24200	99000	
Order40	C55B	GCR1	2.1	1350	16200	24600	54000	
Order41	GCR1		3	1550	15400	24200	39000	
Order42	SPHC		2.4	1500	15800	24000	94000	
Order43	C55B	GCR1	3	1400	16200	23600	79000	
Order44	SPHC	T8MN	2.8	1650	15400	23200	84000	
Order45	C55B	Q35B	2.5	1450	15400	24400	29000	
Order46	GCR1	C55B	2.6	1400	15400	24000	59000	
Order47	C55B	SPHC	2.1	1550	15000	24200	59000	
Order48	SPHC	Q35B	3.3	1250	16800	24400	44000	
Order49	T8MN	C55B	2.2	1550	15800	24000	84000	
