Order0	C55B	SPHC	3.1	1400	15200	24600	9000	
Order1	SPHC	GCR1	2.4	1650	15600	24400	14000	
Order2	SPHC	T8MN	2.9	1250	16200	23600	9000	
Order3	SPHC	C55B	2.1	1550	16000	23000	74000	
Order4	T8MN	C55B	2.6	1400	15600	24000	99000	
Order5	SPHC	C55B	2.8	1600	15400	23000	69000	
Order6	Q35B	GCR1	3.4	1550	16000	23800	99000	
Order7	T8MN	GCR1	3	1300	16200	23600	14000	
Order8	SPHC	GCR1	2.3	1250	16600	23400	19000	
Order9	GCR1	SPHC	2	1550	15000	23600	84000	
Order10	GCR1	Q35B	2.1	1300	15400	23800	29000	
Order11	C55B	SPHC	2.8	1650	16600	24000	94000	
Order12	SPHC	T8MN	2.2	1550	16600	23200	19000	
Order13	SPHC		2.6	1450	16000	23200	19000	
Order14	SPHC	T8MN	2.3	1550	16000	23000	4000	
Order15	GCR1		2.6	1200	16800	23000	29000	
Order16	T8MN	C55B	2.5	1450	15200	24200	14000	
Order17	T8MN	C55B	3.3	1350	16000	23800	74000	
Order18	SPHC	T8MN	2.3	1650	15600	24800	24000	
Order19	T8MN	GCR1	2.2	1350	16400	24200	49000	
Order20	GCR1		2.9	1200	15600	24600	39000	
Order21	T8MN	C55B	2.7	1450	16800	23000	89000	
Order22	C55B	GCR1	3.2	1350	16600	23200	89000	
Order23	C55B	SPHC	2.6	1600	16400	23800	24000	
Order24	Q35B	SPHC	3.4	1300	16800	24000	84000	
Order25	GCR1	T8MN	3.1	1400	16600	24800	4000	
Order26	GCR1	Q35B	2.7	1400	15200	24600	59000	
Order27	C55B		3.2	1550	16400	23800	94000	
Order28	GCR1		2.6	1250	15800	23800	9000	
Order29	SPHC	Q35B	2.8	1600	16200	23200	34000	
Order30	SPHC	T8MN	2.6	1600	15000	23800	4000	
Order31	GCR1	T8MN	2.5	1400	15200	24600	54000	
Order32	T8MN		3.3	1550	16800	24800	49000	
Order33	SPHC	T8MN	3.3	1450	15400	23400	24000	
Order34	Q35B	GCR1	2.2	1600	15400	24800	14000	
