Order0	C55B	Q35B	2.8	1550	15400	24200	94000	
Order1	T8MN	Q35B	3.2	1600	16600	24000	99000	
Order2	Q35B	T8MN	2.6	1400	16400	23000	64000	
Order3	C55B	SPHC	2.8	1350	15800	23600	44000	
Order4	Q35B	T8MN	2.5	1600	15000	24000	59000	
Order5	Q35B	C55B	2.2	1500	15600	23000	14000	
Order6	GCR1	T8MN	2.6	1550	16600	23000	69000	
Order7	GCR1	T8MN	2.3	1400	16000	24400	74000	
Order8	GCR1	C55B	2.4	1600	16400	24000	84000	
Order9	SPHC	GCR1	2.5	1350	15800	23800	89000	
Order10	Q35B	SPHC	2.6	1550	16400	24800	64000	
Order11	SPHC	GCR1	2.9	1350	16600	24200	49000	
Order12	T8MN	Q35B	2.5	1550	15200	23600	64000	
Order13	GCR1	Q35B	3.2	1300	15000	23800	9000	
Order14	C55B		2.9	1400	16800	23200	34000	
Order15	SPHC		3.3	1300	15800	24800	9000	
Order16	Q35B		2.4	1250	15400	23800	14000	
Order17	T8MN		3	1450	16600	23800	99000	
Order18	GCR1	C55B	2.6	1300	15400	23400	99000	
Order19	Q35B	GCR1	2.1	1550	16200	23400	14000	
Order20	SPHC		2.3	1500	15000	23200	14000	
Order21	T8MN	Q35B	3.1	1200	16800	23200	44000	
Order22	T8MN	C55B	3.2	1400	16200	24400	9000	
Order23	C55B	Q35B	2.1	1450	16400	23800	44000	
Order24	Q35B	T8MN	2.7	1450	16000	24200	59000	
Order25	C55B		3	1600	15800	23000	69000	
Order26	SPHC	Q35B	3.2	1500	16200	24600	4000	
Order27	C55B		2.3	1350	16800	23800	94000	
Order28	T8MN		3	1200	16800	23400	69000	
Order29	Q35B	SPHC	2.9	1450	16000	23200	54000	
Order30	GCR1	SPHC	2.5	1450	15800	23800	24000	
Order31	C55B	GCR1	3.2	1650	15600	24200	49000	
Order32	SPHC	Q35B	2.7	1600	16200	23200	4000	
Order33	GCR1	C55B	2.2	1550	15200	24200	74000	
Order34	GCR1	T8MN	2.3	1250	16800	23000	44000	
