Order0	C55B	GCR1	2.5	1500	16600	24600	19000	
Order1	T8MN	GCR1	2.5	1300	16800	24000	14000	
Order2	SPHC	GCR1	2.6	1650	15800	24200	59000	
Order3	T8MN		2.1	1450	16200	23400	9000	
Order4	SPHC	C55B	3.1	1200	15800	24200	34000	
Order5	C55B		2.4	1450	16000	24600	24000	
Order6	SPHC	GCR1	2.6	1400	16000	23200	84000	
Order7	GCR1		2.6	1400	16600	23400	74000	
Order8	SPHC		2	1200	16600	23600	4000	
Order9	SPHC	GCR1	2.1	1650	15200	23400	39000	
Order10	SPHC	Q35B	2.7	1450	15600	24800	74000	
Order11	GCR1	Q35B	2.1	1450	15200	24200	64000	
Order12	Q35B	T8MN	2.3	1600	15200	23600	14000	
Order13	Q35B	SPHC	2.6	1200	16000	24600	59000	
Order14	SPHC	GCR1	3.2	1650	16800	23600	34000	
Order15	GCR1	T8MN	2.1	1200	15000	23400	94000	
Order16	SPHC	GCR1	2.6	1350	16000	24800	94000	
Order17	C55B	T8MN	2.8	1450	16600	23400	84000	
Order18	Q35B	SPHC	2	1600	15800	23400	99000	
Order19	GCR1	C55B	2.4	1200	16200	23400	69000	
Order20	GCR1		2	1500	15200	23000	59000	
Order21	Q35B	C55B	2.1	1450	15800	23000	34000	
Order22	Q35B		2.8	1350	16000	23200	54000	
Order23	Q35B	SPHC	2.9	1450	15000	23800	19000	
Order24	T8MN	SPHC	2.5	1500	16800	24000	64000	
Order25	C55B	SPHC	3.1	1200	16200	24400	19000	
Order26	Q35B	GCR1	2.2	1500	15000	24000	64000	
Order27	T8MN	GCR1	3.1	1650	15600	24800	89000	
Order28	GCR1		2.9	1400	16200	23200	29000	
Order29	T8MN	SPHC	2.4	1450	16400	23800	59000	
Order30	SPHC		2.8	1600	15400	24400	29000	
Order31	C55B	T8MN	3.3	1200	16600	23400	19000	
Order32	GCR1	T8MN	2.9	1600	16200	23400	34000	
Order33	T8MN		2.1	1350	16400	24600	94000	
Order34	T8MN	C55B	3.4	1250	15800	23400	29000	
