Order0	Q35B	C55B	2.1	1650	16400	24000	69000	
Order1	T8MN	Q35B	2.9	1550	16200	24400	64000	
Order2	SPHC	Q35B	2.7	1350	16200	23200	54000	
Order3	Q35B	T8MN	2.4	1300	16000	24200	44000	
Order4	T8MN	C55B	3.4	1250	15000	24600	24000	
Order5	C55B		2.3	1550	16000	23000	79000	
Order6	C55B	GCR1	3	1450	16800	24000	24000	
Order7	T8MN		2.6	1200	15800	24200	89000	
Order8	C55B		2.5	1350	15200	23800	99000	
Order9	Q35B		2.9	1400	16600	24400	14000	
Order10	C55B		2.5	1500	15000	23600	99000	
Order11	Q35B	GCR1	2.4	1300	15200	23000	74000	
Order12	T8MN	SPHC	3.2	1650	16600	24600	14000	
Order13	T8MN	C55B	3.4	1350	15800	23200	9000	
Order14	T8MN	Q35B	2	1350	16000	24600	49000	
