Order0	Q35B	T8MN	2.3	1600	16600	23400	49000	
Order1	SPHC	T8MN	2.5	1600	15000	24400	9000	
Order2	Q35B		2.5	1600	16400	23600	79000	
Order3	SPHC	Q35B	2.4	1450	16000	24000	74000	
Order4	GCR1	SPHC	2.4	1450	15000	24400	4000	
Order5	Q35B	GCR1	3.2	1550	16000	24200	39000	
Order6	SPHC	GCR1	3.4	1250	16800	24400	39000	
Order7	Q35B	SPHC	2.4	1450	16600	23600	39000	
Order8	C55B	GCR1	2.1	1300	15200	24200	99000	
Order9	T8MN	GCR1	3.2	1350	16200	24200	44000	
Order10	SPHC	T8MN	2.9	1200	16200	23800	69000	
Order11	C55B	SPHC	3	1350	16800	24800	99000	
Order12	SPHC	C55B	2.9	1500	16600	24000	9000	
Order13	C55B	Q35B	2.3	1250	16600	24800	64000	
Order14	SPHC	GCR1	2	1200	16600	23200	99000	
