Order0	SPHC		3.1	1250	16000	24400	4000	
Order1	SPHC	Q35B	2.2	1250	15000	24600	79000	
Order2	SPHC	Q35B	2	1200	16000	23000	9000	
Order3	T8MN	C55B	3.2	1450	15000	23400	94000	
Order4	GCR1	Q35B	2.5	1300	15200	23600	39000	
Order5	Q35B		3.2	1300	15400	23400	94000	
Order6	Q35B	SPHC	2.4	1550	15000	23200	99000	
Order7	SPHC	Q35B	2.3	1450	15400	24400	49000	
Order8	T8MN	SPHC	2.2	1250	16200	24800	69000	
Order9	GCR1	Q35B	2.4	1450	16000	24200	64000	
Order10	C55B	SPHC	3.2	1550	16800	23800	59000	
Order11	GCR1	T8MN	2.1	1500	15400	23000	94000	
Order12	T8MN		3.4	1500	15600	24600	34000	
Order13	T8MN		2.2	1450	15600	23800	29000	
Order14	C55B	Q35B	2.7	1600	16000	23400	89000	
