Order0	T8MN	SPHC	2.2	1650	16000	23600	4000	
Order1	SPHC		2.7	1550	15400	24600	64000	
Order2	GCR1	C55B	3.3	1350	16200	24800	59000	
Order3	Q35B	T8MN	2.6	1400	15600	24800	29000	
Order4	SPHC	T8MN	2.5	1500	16600	23800	4000	
Order5	C55B	T8MN	3	1650	16000	24400	14000	
Order6	T8MN	C55B	2.2	1550	16000	23800	29000	
Order7	C55B	SPHC	2	1350	15600	23200	34000	
Order8	C55B	GCR1	2.7	1600	16400	24000	44000	
Order9	GCR1	SPHC	3.1	1400	16200	23600	19000	
Order10	T8MN	SPHC	3.4	1250	15000	24600	49000	
Order11	SPHC	C55B	3.4	1500	16800	24200	49000	
Order12	C55B	SPHC	2.3	1400	16000	23200	19000	
Order13	Q35B	GCR1	2.5	1200	15400	24800	29000	
Order14	C55B	GCR1	3	1600	16600	23200	9000	
Order15	T8MN	Q35B	2.4	1200	16400	23800	49000	
Order16	SPHC		3	1400	16800	24400	29000	
Order17	SPHC	C55B	2.3	1650	15600	23400	59000	
Order18	Q35B	C55B	3.4	1600	15400	23400	49000	
Order19	Q35B	SPHC	3.4	1300	16600	23000	49000	
Order20	T8MN	GCR1	3.4	1600	15600	23200	59000	
Order21	SPHC		2.1	1650	16200	24600	9000	
Order22	SPHC		2.1	1500	15400	24400	19000	
Order23	T8MN	C55B	3.3	1250	16000	23600	19000	
Order24	Q35B	T8MN	2.2	1350	15200	24200	14000	
Order25	C55B	T8MN	2.4	1500	16800	23600	14000	
Order26	SPHC		2.5	1600	15200	24400	59000	
Order27	Q35B	C55B	2.6	1550	16800	23600	49000	
Order28	SPHC	C55B	2.7	1400	16800	24400	19000	
Order29	C55B	SPHC	2.8	1550	15000	24600	69000	
Order30	C55B		3	1300	15400	24200	39000	
Order31	GCR1	C55B	3.1	1600	16400	23400	89000	
Order32	SPHC	C55B	2.4	1200	16200	23400	94000	
Order33	SPHC	Q35B	2.2	1650	15600	24600	44000	
Order34	C55B	GCR1	2	1500	15400	24200	59000	
Order35	C55B	GCR1	2.5	1200	16400	24000	14000	
Order36	C55B	SPHC	2.5	1500	16800	24800	24000	
Order37	T8MN		2.7	1200	15200	23800	29000	
Order38	C55B		2.6	1200	15600	24600	84000	
Order39	SPHC	C55B	3.4	1650	15600	23800	4000	
