Order0	T8MN	SPHC	2.3	1650	15600	23800	69000	
Order1	SPHC		2.1	1400	16800	24200	74000	
Order2	SPHC	T8MN	3.3	1300	15200	23000	4000	
Order3	T8MN	C55B	3.1	1550	16200	23800	79000	
Order4	Q35B		2.9	1600	15400	24400	4000	
Order5	GCR1	C55B	2.7	1200	15600	24600	14000	
Order6	C55B	SPHC	2.8	1200	16000	24000	29000	
Order7	SPHC	Q35B	2.2	1500	15200	24600	89000	
Order8	SPHC	Q35B	2.1	1500	15400	24200	24000	
Order9	GCR1	SPHC	2.9	1250	16200	24000	39000	
Order10	Q35B	GCR1	2.7	1600	15400	23200	84000	
Order11	C55B	T8MN	2	1350	16400	23200	49000	
Order12	C55B	T8MN	2.1	1650	16600	24800	59000	
Order13	T8MN	SPHC	2.6	1200	15000	23000	24000	
Order14	GCR1	SPHC	2.7	1650	15200	23800	79000	
Order15	Q35B		3.3	1250	16400	24600	44000	
Order16	GCR1	T8MN	2.3	1650	16600	24000	49000	
Order17	SPHC		2.3	1600	15600	24600	14000	
Order18	T8MN	C55B	2.1	1400	15400	24400	4000	
Order19	T8MN	C55B	3.4	1250	16000	24800	64000	
Order20	C55B	Q35B	2.6	1550	15800	23200	64000	
Order21	Q35B		3.4	1400	15800	24800	99000	
Order22	GCR1	C55B	3.3	1600	16200	24000	9000	
Order23	C55B	SPHC	2.7	1400	15600	23000	29000	
Order24	GCR1	T8MN	3.2	1300	16800	23400	54000	
Order25	T8MN	SPHC	2.9	1250	15200	24000	34000	
Order26	GCR1	T8MN	2.8	1300	15600	23400	99000	
Order27	GCR1	SPHC	2	1200	16800	24800	99000	
Order28	SPHC		3.2	1400	16000	24800	34000	
Order29	Q35B	SPHC	3.4	1550	16800	24200	94000	
Order30	GCR1	T8MN	3	1550	15000	24000	44000	
Order31	T8MN		2	1550	16400	24600	49000	
Order32	T8MN	GCR1	3	1400	16600	24000	54000	
Order33	T8MN		3.3	1500	15800	24200	59000	
Order34	SPHC		2.6	1600	15200	23200	64000	
Order35	Q35B	GCR1	2.2	1650	16600	23200	24000	
Order36	T8MN	GCR1	2.6	1300	16000	23600	59000	
Order37	Q35B	SPHC	3.4	1650	15200	23600	64000	
Order38	Q35B	SPHC	2.1	1500	16200	23400	49000	
Order39	T8MN	SPHC	2.3	1650	16400	23600	24000	
