Order0	C55B		2.8	1550	16200	23600	24000	
Order1	T8MN		2.2	1500	16400	23400	54000	
Order2	T8MN	Q35B	3	1500	15600	23600	84000	
Order3	SPHC	Q35B	2.1	1250	15800	23600	14000	
Order4	Q35B		2.1	1450	16600	23800	99000	
Order5	SPHC	GCR1	2.4	1300	15800	23400	74000	
Order6	C55B		2.2	1400	16200	23600	94000	
Order7	Q35B	GCR1	2.3	1450	16200	24400	89000	
Order8	Q35B	SPHC	3.4	1650	16600	23400	39000	
Order9	Q35B	T8MN	2.3	1500	16200	24200	54000	
Order10	C55B		3	1500	15400	23400	74000	
Order11	T8MN	C55B	3	1350	15400	24200	74000	
Order12	C55B	T8MN	2.9	1450	16600	24800	79000	
Order13	Q35B		2.3	1350	15200	24800	49000	
Order14	Q35B	T8MN	2.7	1500	16800	23400	19000	
Order15	GCR1		2.4	1350	15400	24200	79000	
Order16	Q35B	T8MN	3	1400	16400	23800	59000	
Order17	T8MN	C55B	2.4	1650	16600	24200	29000	
Order18	GCR1	Q35B	2.6	1650	16000	24400	74000	
Order19	Q35B	T8MN	3.3	1200	16000	24000	4000	
Order20	GCR1	SPHC	2.8	1300	15600	23200	64000	
Order21	GCR1	SPHC	3.4	1200	16800	23200	49000	
Order22	GCR1	Q35B	2.6	1650	16200	23000	99000	
Order23	GCR1	C55B	3.3	1450	16200	24800	44000	
Order24	Q35B	T8MN	3.1	1400	15400	24200	99000	
Order25	T8MN	GCR1	3.3	1350	15400	23000	94000	
Order26	GCR1	C55B	3.2	1200	16200	24200	9000	
Order27	T8MN	C55B	2.9	1600	15600	23600	4000	
Order28	GCR1		3.4	1250	16000	23600	69000	
Order29	C55B	Q35B	2.1	1400	16400	23800	54000	
Order30	SPHC		2.7	1550	15200	24800	94000	
Order31	SPHC	Q35B	2.2	1600	16600	23400	49000	
Order32	GCR1	T8MN	3	1400	16600	23400	54000	
Order33	T8MN	SPHC	2	1300	16200	24400	94000	
Order34	C55B	SPHC	3.1	1450	15000	23400	54000	
Order35	T8MN	GCR1	2.6	1200	15000	23400	44000	
Order36	T8MN	Q35B	2.2	1350	16600	23600	4000	
Order37	T8MN	SPHC	3	1550	16800	24400	54000	
Order38	Q35B		3.1	1200	15400	23000	14000	
Order39	SPHC	C55B	2.8	1400	16600	24000	59000	
Order40	GCR1	Q35B	2.8	1350	15400	23200	74000	
Order41	GCR1	T8MN	3.2	1550	15600	24000	24000	
Order42	SPHC		2.4	1650	16800	24000	44000	
Order43	C55B		2.1	1300	16200	23600	19000	
Order44	SPHC	T8MN	2.3	1600	16200	23000	64000	
