Order0	Q35B	SPHC	2	1600	16400	23800	99000	
Order1	C55B	T8MN	2.7	1500	15200	23200	24000	
Order2	T8MN		2.2	1350	15800	24600	9000	
Order3	T8MN	C55B	2.3	1650	16200	23400	64000	
Order4	SPHC	GCR1	3.1	1600	15600	24600	59000	
Order5	Q35B	SPHC	3.4	1300	15600	24000	4000	
Order6	GCR1	Q35B	2	1450	16600	23000	9000	
Order7	SPHC	T8MN	3	1200	16800	24000	79000	
Order8	GCR1		2.9	1550	16600	23600	69000	
Order9	Q35B	C55B	2.4	1600	15200	24400	64000	
Order10	C55B	GCR1	2.4	1400	15400	24400	49000	
Order11	GCR1	T8MN	2.6	1450	15600	24400	94000	
Order12	GCR1		2.4	1300	15800	23400	44000	
Order13	T8MN	Q35B	3.4	1350	15000	23600	69000	
Order14	GCR1	T8MN	3.2	1300	16600	23800	79000	
Order15	Q35B	T8MN	2.9	1200	15600	23600	79000	
Order16	GCR1	SPHC	2.3	1650	15600	23800	29000	
Order17	T8MN	Q35B	2.2	1250	16200	23400	14000	
Order18	T8MN	Q35B	3.4	1450	16000	23600	59000	
Order19	Q35B	SPHC	2.5	1300	16600	23400	34000	
Order20	T8MN	SPHC	2.8	1450	16800	24600	79000	
Order21	Q35B	T8MN	2.9	1200	15200	24600	69000	
Order22	GCR1		2.3	1300	16800	24600	24000	
Order23	C55B	T8MN	2.3	1600	15800	24200	9000	
Order24	T8MN	C55B	3.2	1400	15800	23600	39000	
Order25	SPHC	GCR1	2.1	1500	15400	23400	49000	
Order26	T8MN		2.2	1600	15800	23200	19000	
Order27	T8MN	GCR1	2.3	1450	15000	23000	49000	
Order28	SPHC		2.6	1350	15800	24800	39000	
Order29	T8MN	Q35B	3.4	1600	15800	23000	89000	
Order30	T8MN	Q35B	3	1600	15200	24400	99000	
Order31	GCR1		2.6	1350	15600	23800	84000	
Order32	C55B	T8MN	2.4	1600	16600	24800	84000	
Order33	SPHC	Q35B	2.2	1550	15200	23600	49000	
Order34	C55B	T8MN	3.4	1200	15600	23400	24000	
Order35	T8MN	GCR1	3.1	1550	15600	24000	79000	
Order36	GCR1	C55B	2.6	1200	16600	23000	69000	
Order37	C55B		2.5	1350	16600	23600	44000	
Order38	C55B	T8MN	2	1600	15200	24800	14000	
Order39	Q35B		2.4	1350	15200	23200	29000	
Order40	GCR1		2.1	1550	15400	23200	14000	
Order41	GCR1	Q35B	3.1	1550	16800	24000	29000	
Order42	Q35B		2.8	1500	15000	23400	24000	
Order43	SPHC	Q35B	3.3	1600	15000	24400	24000	
Order44	GCR1		2.1	1450	16600	24600	84000	
