Order0	SPHC		3.2	1450	16000	24400	54000	
Order1	GCR1	SPHC	3.1	1300	15200	23600	19000	
Order2	SPHC		3.2	1350	15200	23200	14000	
Order3	Q35B		2.4	1200	15200	23200	84000	
Order4	Q35B	T8MN	3	1300	15000	23400	4000	
Order5	GCR1	C55B	3.4	1200	16800	24400	9000	
Order6	T8MN		2.7	1350	16200	23200	29000	
Order7	Q35B		2.3	1550	15600	24800	74000	
Order8	GCR1	C55B	3.4	1250	15200	23600	24000	
Order9	Q35B		2.2	1550	15400	24000	24000	
Order10	GCR1	C55B	2.8	1550	15600	24000	24000	
Order11	C55B	T8MN	2.4	1300	16800	24200	24000	
Order12	C55B		2	1650	15400	24000	69000	
Order13	C55B	GCR1	2.1	1400	16400	24400	89000	
Order14	T8MN		2.6	1200	16400	23800	79000	
Order15	SPHC	Q35B	2.4	1200	15400	23000	59000	
Order16	GCR1	C55B	2.4	1650	15200	23000	84000	
Order17	Q35B	SPHC	2.9	1450	15600	23800	4000	
Order18	C55B	Q35B	2.9	1500	16600	24200	49000	
Order19	SPHC	C55B	3	1200	16600	24600	9000	
Order20	T8MN	SPHC	2.1	1550	16800	24800	49000	
Order21	GCR1	C55B	2.7	1300	16200	24000	69000	
Order22	Q35B		2.5	1600	15200	24800	69000	
Order23	T8MN	SPHC	3.1	1650	16400	24600	64000	
Order24	T8MN	C55B	2.6	1500	16400	24400	49000	
Order25	C55B	Q35B	3	1600	16800	24800	59000	
Order26	Q35B	C55B	3.3	1350	16600	24200	49000	
Order27	Q35B	GCR1	2.3	1650	15800	23200	4000	
Order28	C55B	T8MN	3	1450	15600	24400	14000	
Order29	SPHC	T8MN	2.7	1500	15200	23000	54000	
