Order0	T8MN	Q35B	2.1	1550	15800	24600	64000	
Order1	Q35B	GCR1	2.7	1400	15600	24400	4000	
Order2	GCR1	Q35B	2.4	1250	15800	23800	24000	
Order3	T8MN	C55B	3.1	1500	16600	24800	9000	
Order4	T8MN		2.3	1550	16200	23400	24000	
Order5	T8MN		2	1450	16000	24600	59000	
Order6	GCR1	C55B	2.3	1500	15400	24000	54000	
Order7	SPHC	GCR1	3.4	1500	15600	24000	54000	
Order8	SPHC	Q35B	2.5	1250	15600	23400	99000	
Order9	GCR1		2.8	1550	16600	23000	99000	
Order10	C55B	GCR1	2.3	1600	15200	23600	54000	
Order11	GCR1	SPHC	2	1400	16600	24400	99000	
Order12	T8MN		3.1	1400	16000	23600	34000	
Order13	GCR1	SPHC	3.4	1250	16400	23000	74000	
Order14	T8MN	GCR1	2	1550	15000	24000	4000	
Order15	SPHC		2.7	1550	16800	24400	49000	
Order16	GCR1		2.1	1350	16200	24600	54000	
Order17	T8MN	SPHC	2.4	1500	15800	23000	74000	
Order18	Q35B	SPHC	2.6	1500	16600	24400	54000	
Order19	Q35B	GCR1	3.4	1500	15000	24400	24000	
Order20	C55B	T8MN	3.1	1400	16400	23200	64000	
Order21	T8MN	SPHC	2.8	1400	16200	23400	54000	
Order22	T8MN	GCR1	2.6	1300	16400	23600	74000	
Order23	Q35B		2	1350	15400	24600	89000	
Order24	SPHC		2.4	1300	16000	23600	59000	
Order25	Q35B	GCR1	2.8	1300	15000	24000	89000	
Order26	T8MN	GCR1	3.2	1600	15200	24200	99000	
Order27	Q35B		2.2	1250	16600	24400	14000	
Order28	C55B	T8MN	2.8	1450	16800	23600	39000	
Order29	SPHC		2.4	1200	16400	24000	14000	
