Order0	T8MN		2.4	1450	15200	24400	54000	
Order1	T8MN	SPHC	2.4	1200	16600	24200	24000	
Order2	T8MN	GCR1	2.3	1550	15800	24600	24000	
Order3	GCR1	C55B	2.7	1350	15000	24400	49000	
Order4	T8MN	C55B	2.2	1300	15600	24200	89000	
Order5	GCR1	T8MN	2	1650	15800	24000	14000	
Order6	C55B	Q35B	2.8	1500	16200	23400	49000	
Order7	SPHC	GCR1	2.7	1450	15000	24400	99000	
Order8	Q35B		3.1	1400	16400	24400	99000	
Order9	T8MN	SPHC	2.7	1550	16000	24200	34000	
Order10	T8MN	SPHC	2.1	1500	16400	23000	19000	
Order11	T8MN	SPHC	3.3	1300	16200	23800	69000	
Order12	SPHC	Q35B	2.6	1550	16400	23400	44000	
Order13	Q35B	C55B	2.1	1200	15200	24600	69000	
Order14	C55B		2.5	1500	16000	24000	69000	
Order15	T8MN	C55B	2.7	1250	16000	24600	89000	
Order16	C55B	SPHC	2.7	1450	15600	24200	54000	
Order17	GCR1		2.8	1300	16800	23200	49000	
Order18	Q35B		2.4	1350	15200	23200	74000	
Order19	SPHC	C55B	2.4	1450	16400	24600	84000	
Order20	T8MN	SPHC	2	1350	15800	24800	14000	
Order21	GCR1	Q35B	2.9	1450	15800	24000	19000	
Order22	GCR1	C55B	2.3	1500	16000	23200	99000	
Order23	Q35B	SPHC	2.7	1550	16000	23400	14000	
Order24	C55B	GCR1	2.3	1200	15200	24000	64000	
Order25	GCR1	C55B	2.3	1400	15200	23000	29000	
Order26	GCR1	T8MN	2.2	1300	16800	24800	94000	
Order27	SPHC	Q35B	2.6	1350	16200	24400	84000	
Order28	Q35B		2.4	1350	16400	24800	49000	
Order29	GCR1	SPHC	2.7	1450	15600	24200	4000	
