Order0	T8MN	Q35B	2.6	1600	16800	24000	54000	
Order1	SPHC	GCR1	3.2	1500	15400	24600	39000	
Order2	SPHC	C55B	3	1600	16400	23800	44000	
Order3	GCR1	C55B	2.8	1450	15200	24000	54000	
Order4	C55B		3	1550	16200	24200	14000	
Order5	T8MN	Q35B	2.6	1200	16200	23000	99000	
Order6	GCR1		2.9	1350	15400	24400	9000	
Order7	SPHC	T8MN	2.8	1350	15000	23400	24000	
Order8	GCR1	T8MN	3.4	1400	16600	23600	4000	
Order9	T8MN	Q35B	2.4	1350	15800	23000	34000	
Order10	SPHC		3.2	1500	15600	23000	84000	
Order11	GCR1	C55B	2.7	1300	16800	23800	44000	
Order12	Q35B	SPHC	3	1350	16400	23200	34000	
Order13	GCR1	C55B	3.2	1450	15400	23000	89000	
Order14	C55B	GCR1	2.6	1450	16600	23600	29000	
Order15	Q35B		2.6	1250	15600	24800	14000	
Order16	SPHC	C55B	3.3	1650	16800	24400	9000	
Order17	C55B	GCR1	3	1400	15600	24200	79000	
Order18	SPHC		2.4	1400	16400	24400	74000	
Order19	T8MN	GCR1	3.1	1300	16600	24200	59000	
Order20	C55B		3.4	1650	15800	23600	34000	
Order21	Q35B	T8MN	2.9	1450	16000	23000	89000	
Order22	Q35B	GCR1	2.1	1550	16600	24600	59000	
Order23	SPHC	T8MN	2.1	1400	15000	24000	79000	
Order24	GCR1	SPHC	2.6	1400	15200	24000	39000	
Order25	Q35B	C55B	3.2	1550	16600	24800	49000	
Order26	T8MN	C55B	2.3	1400	16200	24600	24000	
Order27	Q35B	SPHC	2.3	1200	15800	23200	59000	
Order28	SPHC	C55B	2.6	1300	15800	24600	4000	
Order29	Q35B		3.3	1400	15200	24800	39000	
